Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37,No,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married,1140752,1284093,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8
25,No,Travel_Rarely,1382,Sales,8,2,Other,1,2018,1,Female,85,3,2,Sales Executive,3,Divorced,407281,1135772,0,Y,Yes,22,4,2,80,1,6,3,2,5,3,0,4
52,No,Non-Travel,585,Sales,29,4,Life Sciences,1,2019,1,Male,40,3,1,Sales Representative,4,Divorced,289006,1642404,2,Y,No,15,3,2,80,2,16,3,2,9,8,0,0
44,No,Travel_Rarely,1037,Research & Development,1,3,Medical,1,2020,2,Male,42,3,1,Research Scientist,4,Single,202188,1114026,6,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
21,No,Travel_Rarely,501,Sales,5,1,Medical,1,2021,3,Male,58,3,1,Sales Representative,1,Single,197540,2114757,1,Y,Yes,11,3,4,80,0,2,6,3,2,2,1,2
39,No,Non-Travel,105,Research & Development,9,3,Life Sciences,1,2022,4,Male,87,3,5,Manager,4,Single,1612773,1270066,2,Y,No,13,3,3,80,0,21,3,2,6,0,1,3
23,Yes,Travel_Frequently,638,Sales,9,3,Marketing,1,2023,4,Male,33,3,1,Sales Representative,1,Married,148570,2237348,1,Y,No,19,3,1,80,1,1,3,2,1,0,1,0
36,No,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,94,2,3,Sales Executive,4,Married,634452,1053685,0,Y,No,19,3,3,80,2,10,2,3,9,7,3,4
36,No,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,425873,762936,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2
56,No,Non-Travel,667,Research & Development,1,4,Life Sciences,1,2026,3,Male,57,3,2,Healthcare Representative,3,Divorced,523398,2177588,1,Y,No,21,4,1,80,1,13,2,2,13,12,1,9
29,Yes,Travel_Rarely,1092,Research & Development,1,4,Medical,1,2027,1,Male,36,3,1,Research Scientist,4,Married,397321,2168292,9,Y,Yes,14,3,2,80,3,4,3,4,2,2,2,2
42,No,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,2031,1,Male,56,3,5,Manager,3,Married,1567040,1436896,5,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
56,Yes,Travel_Rarely,310,Research & Development,7,2,Technical Degree,1,2032,4,Male,72,3,1,Laboratory Technician,3,Married,194137,304278,8,Y,No,11,3,4,80,1,14,4,1,10,9,9,8
41,No,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,2034,1,Female,60,2,4,Manufacturing Director,2,Married,1126310,468120,0,Y,No,23,4,3,80,1,21,3,3,20,7,0,10
34,No,Travel_Rarely,704,Sales,28,3,Marketing,1,2035,4,Female,95,2,2,Sales Executive,3,Married,557096,745174,1,Y,No,21,4,4,80,2,8,2,3,8,7,1,7
36,No,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,448698,866188,1,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
41,No,Travel_Rarely,930,Sales,3,3,Life Sciences,1,2037,3,Male,57,2,2,Sales Executive,2,Divorced,741854,1014841,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
32,No,Travel_Rarely,529,Research & Development,2,3,Technical Degree,1,2038,4,Male,78,3,1,Research Scientist,1,Single,202437,936904,1,Y,No,14,3,4,80,0,4,4,3,4,2,1,2
35,No,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,3,Female,31,3,3,Human Resources,4,Single,733471,1381286,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7
38,No,Travel_Rarely,345,Sales,10,2,Life Sciences,1,2041,1,Female,100,3,2,Sales Executive,4,Married,443469,496506,1,Y,No,11,3,3,80,1,10,1,3,10,7,1,9
50,Yes,Travel_Frequently,878,Sales,1,4,Life Sciences,1,2044,2,Male,94,3,2,Sales Executive,3,Divorced,558424,1183165,7,Y,No,12,3,4,80,2,12,3,3,6,3,0,1
36,No,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married,552116,1192627,4,Y,No,13,3,1,80,1,8,2,2,6,3,0,0
45,No,Travel_Rarely,374,Sales,20,3,Life Sciences,1,2046,4,Female,50,3,2,Sales Executive,3,Single,402550,1936639,8,Y,No,15,3,3,80,0,8,3,3,5,3,0,1
40,No,Travel_Rarely,1322,Research & Development,2,4,Life Sciences,1,2048,3,Male,52,2,1,Research Scientist,3,Single,233147,226175,2,Y,No,14,3,4,80,0,8,2,3,2,2,2,2
35,No,Travel_Frequently,1199,Research & Development,18,4,Life Sciences,1,2049,3,Male,80,3,2,Healthcare Representative,3,Married,472187,2041302,1,Y,Yes,14,3,4,80,2,10,2,4,10,2,0,2
40,No,Travel_Rarely,1194,Research & Development,2,4,Medical,1,2051,3,Female,98,3,1,Research Scientist,3,Married,166083,1041567,2,Y,No,14,3,2,80,3,20,2,3,5,3,0,2
35,No,Travel_Rarely,287,Research & Development,1,4,Life Sciences,1,2052,3,Female,62,1,1,Research Scientist,4,Married,247091,743016,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1
29,No,Travel_Rarely,1378,Research & Development,13,2,Other,1,2053,4,Male,46,2,2,Laboratory Technician,2,Married,334075,1965357,4,Y,Yes,13,3,1,80,1,10,2,3,4,3,0,3
29,No,Travel_Rarely,468,Research & Development,28,4,Medical,1,2054,4,Female,73,2,1,Research Scientist,1,Single,314155,704587,1,Y,No,14,3,2,80,0,5,3,1,5,4,0,4
50,Yes,Travel_Rarely,410,Sales,28,3,Marketing,1,2055,4,Male,39,2,3,Sales Executive,1,Divorced,900882,1376638,4,Y,Yes,13,3,2,80,1,20,3,3,3,2,2,0
39,No,Travel_Rarely,722,Sales,24,1,Marketing,1,2056,2,Female,60,2,4,Sales Executive,4,Married,998573,732724,0,Y,No,11,3,1,80,1,21,2,2,20,9,9,6
31,No,Non-Travel,325,Research & Development,5,3,Medical,1,2057,2,Male,74,3,2,Manufacturing Director,1,Single,824688,314321,0,Y,No,19,3,2,80,0,10,2,3,9,4,1,7
26,No,Travel_Rarely,1167,Sales,5,3,Other,1,2060,4,Female,30,2,1,Sales Representative,3,Single,246178,1774374,0,Y,No,18,3,4,80,0,5,2,3,4,2,0,0
36,No,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,213393,1020070,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
39,No,Travel_Rarely,613,Research & Development,6,1,Medical,1,2062,4,Male,42,2,3,Healthcare Representative,1,Married,829253,1780931,4,Y,No,15,3,1,80,1,9,5,3,7,7,1,7
27,No,Travel_Rarely,155,Research & Development,4,3,Life Sciences,1,2064,2,Male,87,4,2,Manufacturing Director,2,Married,509786,429442,1,Y,Yes,20,4,2,80,1,6,0,3,6,2,0,3
49,No,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,2,Married,447370,1099169,2,Y,No,14,3,4,80,0,17,3,2,9,6,0,8
34,No,Travel_Rarely,628,Research & Development,8,3,Medical,1,2068,2,Male,82,4,2,Laboratory Technician,3,Married,365532,848924,2,Y,No,12,3,1,80,0,6,3,4,4,3,1,2
47,No,Travel_Rarely,211,Research & Development,9,4,Life Sciences,1,2069,2,Female,65,3,1,Laboratory Technician,3,Single,167079,418569,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0
38,No,Travel_Rarely,1184,Sales,2,3,Life Sciences,1,2070,3,Male,86,3,3,Sales Executive,4,Single,593035,1208812,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3
44,No,Travel_Rarely,534,Research & Development,26,2,Life Sciences,1,2071,2,Female,92,2,2,Manufacturing Director,4,Married,477831,1955148,0,Y,No,13,3,4,80,2,10,2,2,8,7,3,8
52,No,Travel_Rarely,938,Research & Development,6,2,Technical Degree,1,2072,4,Male,78,3,2,Research Scientist,1,Divorced,453263,1874970,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
59,No,Travel_Rarely,1447,Research & Development,18,4,Medical,1,2073,4,Male,69,3,3,Manufacturing Director,4,Single,860378,1681331,6,Y,No,12,3,4,80,0,25,6,2,9,7,5,4
33,No,Travel_Rarely,513,Research & Development,10,3,Medical,1,2074,3,Male,62,3,3,Manager,4,Single,934082,1806744,2,Y,No,25,4,2,80,0,10,5,4,5,2,0,0
42,No,Travel_Rarely,860,Research & Development,12,3,Medical,1,2075,2,Male,56,3,1,Laboratory Technician,2,Divorced,252486,751316,8,Y,No,22,4,2,80,3,7,6,2,5,3,0,4
38,No,Travel_Frequently,469,Research & Development,12,3,Life Sciences,1,2076,1,Male,46,2,2,Healthcare Representative,1,Divorced,507462,391677,2,Y,No,15,3,3,80,1,13,3,2,3,3,1,2
38,No,Non-Travel,738,Research & Development,1,4,Medical,1,2077,1,Female,80,3,3,Research Director,4,Divorced,1135772,946615,2,Y,Yes,18,3,1,80,2,16,2,3,5,2,0,2
32,No,Travel_Frequently,1400,Research & Development,3,4,Life Sciences,1,2078,4,Female,56,3,1,Research Scientist,3,Married,235969,1939959,1,Y,Yes,11,3,3,80,0,8,3,3,8,7,3,0
36,No,Travel_Rarely,1220,Sales,7,4,Life Sciences,1,2079,3,Female,56,3,2,Sales Executive,4,Married,424130,1131622,1,Y,Yes,11,3,4,80,0,9,2,3,10,8,0,9
36,No,Travel_Frequently,898,Research & Development,23,2,Medical,1,2080,3,Male,39,4,2,Laboratory Technician,4,Married,221444,1044555,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
30,No,Travel_Rarely,895,Research & Development,1,2,Medical,1,2081,4,Male,77,3,1,Laboratory Technician,2,Married,318388,301207,1,Y,No,13,3,3,80,0,11,6,2,12,8,1,7
38,No,Travel_Rarely,1015,Sales,1,2,Life Sciences,1,2082,2,Female,30,3,2,Sales Executive,1,Divorced,564483,1605220,3,Y,No,15,3,4,80,1,10,3,3,7,7,1,7
34,No,Non-Travel,1087,Research & Development,11,2,Medical,1,2083,3,Male,78,2,3,Healthcare Representative,1,Married,819957,659933,2,Y,Yes,13,3,3,80,1,9,3,3,4,0,2,3
42,No,Non-Travel,883,Research & Development,20,2,Medical,1,2084,3,Female,35,3,2,Manufacturing Director,3,Divorced,430189,1388673,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2
56,No,Non-Travel,668,Research & Development,1,4,Life Sciences,1,2085,3,Male,57,3,2,Healthcare Representative,3,Divorced,497668,2199998,1,Y,No,21,4,1,80,1,13,2,2,14,12,1,9
34,No,Travel_Rarely,172,Research & Development,1,4,Life Sciences,1,2086,2,Female,71,4,1,Research Scientist,4,Single,254893,1083897,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3
29,No,Non-Travel,658,Sales,25,2,Technical Degree,1,2087,4,Female,85,3,2,Sales Executive,3,Married,377318,529789,7,Y,Yes,12,3,2,80,1,4,2,4,2,2,2,2
24,No,Travel_Frequently,521,Sales,24,3,Medical,1,2088,4,Male,39,3,1,Sales Representative,4,Married,210239,444714,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
29,No,Travel_Rarely,675,Research & Development,1,3,Life Sciences,1,2089,4,Female,88,2,4,Research Director,4,Divorced,1331486,283528,3,Y,No,14,3,2,80,2,8,2,2,7,7,1,7
34,No,Travel_Frequently,642,Research & Development,1,3,Medical,1,2090,4,Male,98,2,2,Healthcare Representative,1,Single,459986,2102473,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9
36,No,Travel_Frequently,879,Research & Development,23,2,Medical,1,2091,3,Male,39,4,2,Laboratory Technician,4,Married,258462,1025465,4,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
34,Yes,Travel_Rarely,801,Sales,25,4,Medical,1,2092,1,Female,39,2,2,Sales Executive,2,Single,344699,623496,0,Y,Yes,23,4,3,80,0,16,2,4,15,9,10,10
45,No,Travel_Rarely,259,Research & Development,1,3,Other,1,2093,3,Male,69,4,5,Manager,4,Married,1612026,1321360,0,Y,No,11,3,3,80,1,25,2,3,25,0,1,7
31,No,Travel_Frequently,1137,Sales,7,4,Marketing,1,2094,1,Female,69,3,3,Sales Executive,1,Married,796468,668399,2,Y,No,14,3,4,80,2,9,3,3,3,2,2,2
31,No,Travel_Rarely,695,Sales,7,3,Marketing,1,2095,4,Male,72,3,2,Sales Executive,4,Divorced,651301,587308,4,Y,No,12,3,4,80,3,13,3,3,7,7,1,7
31,No,Travel_Rarely,818,Sales,2,1,Life Sciences,1,2096,2,Male,78,3,2,Sales Executive,4,Single,548464,713136,4,Y,Yes,13,3,3,80,0,10,2,4,7,5,0,5
52,No,Travel_Rarely,1427,Research & Development,11,2,Technical Degree,1,2097,4,Female,82,2,4,Manufacturing Director,2,Single,1057088,2040223,3,Y,No,16,3,2,80,0,29,1,2,5,2,0,3
31,No,Travel_Rarely,1262,Research & Development,9,1,Life Sciences,1,2098,3,Male,33,3,3,Manufacturing Director,2,Divorced,886689,1159261,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
34,Yes,Non-Travel,1327,Sales,19,3,Marketing,1,2099,1,Male,66,4,2,Sales Executive,4,Single,454093,338059,8,Y,Yes,13,3,2,80,0,9,3,2,5,2,0,4
30,No,Travel_Rarely,102,Research & Development,9,2,Medical,1,2100,4,Male,83,2,1,Laboratory Technician,3,Single,180442,1339869,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8
24,Yes,Travel_Rarely,1237,Research & Development,6,3,Life Sciences,1,2101,3,Male,63,4,1,Laboratory Technician,1,Married,121844,357315,1,Y,Yes,21,4,3,80,2,1,2,3,0,0,0,0
28,No,Travel_Rarely,1203,Research & Development,19,4,Medical,1,2102,4,Male,75,2,1,Laboratory Technician,1,Married,232234,1035342,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3
28,No,Travel_Rarely,1424,Sales,10,3,Life Sciences,1,2103,3,Male,99,3,1,Sales Representative,3,Single,221942,190734,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0
41,Yes,Travel_Rarely,263,Sales,25,4,Marketing,1,2104,4,Male,58,2,3,Sales Executive,2,Single,750071,1452002,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0
42,No,Travel_Rarely,785,Research & Development,23,5,Life Sciences,1,2105,1,Female,45,3,4,Research Director,4,Single,1342276,1292393,2,Y,No,14,3,2,80,0,16,2,3,2,0,0,0
50,No,Travel_Rarely,819,Research & Development,4,1,Life Sciences,1,2106,1,Male,96,3,5,Research Director,2,Divorced,1641242,1345098,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
26,No,Travel_Frequently,774,Research & Development,2,1,Life Sciences,1,2107,4,Male,78,4,2,Manufacturing Director,3,Divorced,454259,436746,1,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
37,No,Travel_Rarely,1440,Research & Development,4,1,Life Sciences,1,2108,3,Male,55,3,1,Research Scientist,3,Married,251407,418901,7,Y,Yes,15,3,4,80,0,8,2,3,6,4,1,3
28,No,Travel_Rarely,744,Research & Development,10,5,Other,1,2109,2,Male,31,2,1,Laboratory Technician,4,Single,321708,662755,0,Y,No,17,3,3,80,0,5,2,3,3,2,2,2
41,No,Travel_Rarely,256,Sales,5,2,Marketing,1,2110,4,Male,89,3,5,Manager,3,Married,1502217,626899,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
46,No,Travel_Rarely,1230,Sales,2,4,Life Sciences,1,2111,2,Female,47,4,4,Manager,2,Divorced,1290899,1749889,6,Y,No,14,3,3,80,3,28,2,3,3,2,1,2
44,No,Travel_Rarely,1179,Research & Development,4,2,Life Sciences,1,2112,3,Male,92,4,5,Manager,1,Divorced,1607378,1437311,1,Y,No,14,3,4,80,2,26,4,2,25,9,14,13
36,No,Travel_Rarely,320,Sales,10,4,Life Sciences,1,2113,4,Female,88,2,2,Sales Executive,4,Divorced,574028,2055495,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
40,No,Non-Travel,432,Research & Development,9,3,Life Sciences,1,2114,3,Male,72,3,2,Laboratory Technician,2,Single,557760,706994,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
47,No,Non-Travel,1165,Research & Development,14,4,Technical Degree,1,2115,3,Male,64,3,2,Research Scientist,2,Married,425458,188244,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7
29,No,Travel_Rarely,142,Research & Development,15,2,Life Sciences,1,2116,4,Female,49,2,2,Laboratory Technician,3,Single,318139,990854,0,Y,Yes,12,3,4,80,0,10,3,3,9,5,0,8
40,No,Travel_Rarely,735,Research & Development,12,3,Life Sciences,1,2117,2,Female,50,3,2,Healthcare Representative,1,Divorced,379974,926363,2,Y,No,12,3,2,80,1,15,3,3,7,4,7,7
47,No,Travel_Rarely,940,Sales,4,2,Life Sciences,1,2118,4,Female,84,3,2,Sales Executive,4,Single,347521,735878,1,Y,Yes,17,3,3,80,0,10,0,3,9,0,0,7
35,No,Travel_Frequently,928,Sales,1,3,Marketing,1,2119,3,Female,93,3,3,Sales Executive,3,Single,751233,747830,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
43,No,Travel_Frequently,1400,Sales,2,4,Life Sciences,1,2120,1,Male,92,3,2,Sales Executive,4,Married,478412,1630037,1,Y,No,20,4,3,80,1,7,5,3,6,7,7,7
42,No,Travel_Rarely,764,Research & Development,6,4,Other,1,2121,2,Male,50,2,4,Research Director,4,Divorced,1343604,201524,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
27,No,Travel_Rarely,1177,Research & Development,4,2,Life Sciences,1,2122,1,Male,75,3,1,Research Scientist,3,Divorced,193224,216796,1,Y,No,11,3,2,80,3,5,2,3,5,3,0,3
39,No,Travel_Rarely,1406,Sales,1,3,Life Sciences,1,2123,1,Male,58,2,1,Sales Representative,1,Single,222855,955994,4,Y,No,14,3,1,80,0,20,3,2,1,0,0,0
33,No,Travel_Rarely,934,Research & Development,14,3,Medical,1,2124,4,Female,72,3,1,Research Scientist,2,Married,212978,389685,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
31,No,Travel_Rarely,1269,Research & Development,9,1,Life Sciences,1,2125,3,Male,34,3,3,Manufacturing Director,2,Divorced,876314,1222341,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
32,No,Travel_Rarely,507,Research & Development,15,2,Medical,1,2126,2,Female,95,3,2,Healthcare Representative,4,Married,416079,1815210,0,Y,Yes,13,3,1,80,1,10,6,3,9,7,8,1
31,Yes,Travel_Frequently,518,Research & Development,3,3,Life Sciences,1,2127,4,Female,32,3,1,Research Scientist,3,Single,354161,336897,1,Y,No,12,3,1,80,0,6,2,1,7,2,7,7
39,No,Travel_Frequently,969,Research & Development,23,3,Medical,1,2128,4,Female,82,3,3,Manufacturing Director,1,Single,852825,449611,1,Y,Yes,13,3,3,80,0,20,2,3,21,6,2,8
35,Yes,Travel_Frequently,877,Sales,12,4,Other,1,2129,4,Male,37,3,2,Sales Executive,4,Single,369184,842284,3,Y,Yes,24,4,1,80,0,13,2,4,11,9,6,7
39,No,Non-Travel,1486,Research & Development,26,2,Life Sciences,1,2130,3,Male,72,3,3,Healthcare Representative,3,Married,919308,270912,3,Y,No,21,4,2,80,1,12,2,3,6,4,0,5
33,No,Travel_Rarely,421,Research & Development,13,1,Life Sciences,1,2131,2,Female,53,3,1,Research Scientist,4,Single,275311,1446441,3,Y,No,18,3,1,80,0,5,4,3,3,1,0,2
49,No,Travel_Rarely,472,Research & Development,16,3,Medical,1,2132,4,Female,73,3,1,Laboratory Technician,1,Divorced,225760,2088944,4,Y,Yes,16,3,2,80,1,17,2,2,2,2,2,2
26,No,Travel_Rarely,675,Sales,28,2,Marketing,1,2133,1,Male,67,3,2,Sales Executive,2,Married,512193,580087,1,Y,No,20,4,4,80,2,7,5,4,5,3,1,4
34,No,Travel_Rarely,700,Research & Development,6,4,Other,1,2134,1,Female,40,3,2,Research Scientist,3,Single,389436,1025050,1,Y,No,14,3,3,80,0,16,3,3,16,13,2,10
29,No,Travel_Rarely,1316,Research & Development,7,3,Life Sciences,1,2135,3,Male,82,3,2,Healthcare Representative,4,Divorced,530121,347770,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0
36,No,Travel_Rarely,1166,Sales,2,4,Life Sciences,1,2136,3,Male,71,3,1,Sales Representative,4,Single,232649,1380788,3,Y,Yes,21,4,4,80,0,7,3,2,3,2,1,2
35,Yes,Travel_Rarely,341,Research & Development,9,3,Medical,1,2137,4,Male,78,2,1,Research Scientist,3,Married,298551,1836707,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0
36,Yes,Travel_Rarely,1482,Sales,13,5,Marketing,1,2138,2,Male,94,2,2,Sales Executive,1,Divorced,501984,744012,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2
26,Yes,Travel_Rarely,981,Human Resources,20,2,Medical,1,2139,4,Female,68,3,1,Human Resources,2,Married,179778,593367,0,Y,Yes,11,3,3,80,0,6,3,3,5,1,1,4
30,No,Travel_Rarely,452,Research & Development,18,3,Life Sciences,1,2140,1,Female,74,3,1,Research Scientist,3,Single,228001,1986688,1,Y,No,14,3,3,80,0,5,4,2,5,4,0,4
36,No,Non-Travel,423,Research & Development,8,3,Life Sciences,1,2141,1,Female,63,4,3,Research Director,1,Married,991933,1707808,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
40,Yes,Travel_Rarely,1110,Sales,1,2,Life Sciences,1,2142,2,Female,94,3,2,Sales Executive,4,Single,475175,1660996,8,Y,Yes,11,3,1,80,0,8,0,1,6,4,0,5
46,No,Travel_Rarely,1494,Research & Development,4,5,Life Sciences,1,2143,4,Male,43,3,5,Research Director,3,Married,1509272,1373816,4,Y,No,11,3,2,80,1,21,2,3,3,2,1,1
39,No,Non-Travel,1142,Research & Development,8,2,Life Sciences,1,2144,4,Male,71,3,2,Healthcare Representative,4,Divorced,334739,712140,3,Y,Yes,18,3,3,80,0,9,2,3,2,2,2,2
41,Yes,Non-Travel,894,Research & Development,4,2,Life Sciences,1,2145,1,Male,96,2,1,Research Scientist,1,Divorced,165502,1677513,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0
43,No,Travel_Rarely,747,Research & Development,6,4,Other,1,2146,2,Male,50,2,4,Research Director,4,Divorced,1357382,245348,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
33,No,Non-Travel,1028,Sales,8,1,Life Sciences,1,2147,2,Female,88,2,1,Sales Representative,4,Single,166498,1742585,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2
31,No,Travel_Rarely,1211,Research & Development,11,4,Life Sciences,1,2148,4,Male,48,3,1,Research Scientist,4,Married,197540,1233961,3,Y,Yes,19,3,2,80,1,8,2,3,6,4,0,2
43,No,Travel_Frequently,990,Research & Development,28,3,Medical,1,2149,2,Female,74,4,1,Research Scientist,3,Single,365781,1366014,4,Y,No,12,3,4,80,0,18,2,3,3,2,1,2
44,No,Travel_Rarely,1317,Research & Development,7,3,Life Sciences,1,2150,2,Male,59,3,3,Research Scientist,1,Divorced,783603,1599161,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0
32,No,Travel_Rarely,252,Sales,1,4,Medical,1,2151,2,Male,66,2,1,Sales Representative,2,Married,160937,1489269,0,Y,No,14,3,2,80,1,2,2,3,1,2,2,2
29,No,Travel_Rarely,686,Research & Development,1,3,Life Sciences,1,2152,4,Female,86,2,4,Research Director,4,Divorced,1333644,335901,3,Y,No,14,3,2,80,2,9,2,2,7,7,1,7
38,Yes,Travel_Rarely,370,Research & Development,10,4,Medical,1,2153,4,Male,59,3,2,Manufacturing Director,1,Single,367109,416245,1,Y,No,15,3,2,80,0,11,4,1,10,3,0,8
41,No,Travel_Rarely,968,Sales,3,3,Life Sciences,1,2154,3,Male,58,2,2,Sales Executive,2,Divorced,697117,984380,2,Y,No,11,3,3,80,1,14,5,3,5,4,0,4
19,No,Non-Travel,282,Research & Development,5,2,Life Sciences,1,2155,2,Male,70,3,1,Research Scientist,4,Single,83747,1120832,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0
42,No,Travel_Rarely,211,Research & Development,29,3,Medical,1,2156,2,Male,57,1,2,Laboratory Technician,4,Single,343537,812321,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
35,No,Travel_Rarely,665,Sales,7,1,Life Sciences,1,2157,4,Male,77,3,1,Sales Representative,3,Married,201358,1313392,1,Y,No,13,3,1,80,1,0,3,3,1,0,0,0
34,Yes,Travel_Frequently,672,Research & Development,7,3,Life Sciences,1,2158,1,Male,68,1,2,Laboratory Technician,3,Single,507711,1930829,1,Y,Yes,24,4,4,80,0,10,3,3,9,7,0,6
40,No,Travel_Rarely,987,Research & Development,4,1,Medical,1,2159,4,Female,46,3,5,Manager,3,Married,1581316,614698,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9
35,Yes,Travel_Frequently,893,Sales,12,4,Other,1,2160,4,Male,35,3,2,Sales Executive,4,Single,390598,906609,3,Y,Yes,24,4,1,80,0,14,2,4,11,9,6,7
43,No,Non-Travel,340,Research & Development,9,3,Life Sciences,1,2161,1,Male,53,3,1,Research Scientist,3,Single,181272,2028105,4,Y,No,13,3,3,80,0,7,2,2,3,3,1,2
46,No,Travel_Rarely,1002,Research & Development,8,4,Life Sciences,1,2162,4,Female,74,2,2,Research Scientist,1,Divorced,386033,1774457,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
43,No,Travel_Rarely,272,Sales,5,2,Marketing,1,2163,4,Male,91,3,5,Manager,3,Married,1505371,672798,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
39,No,Travel_Rarely,1485,Sales,21,4,Life Sciences,1,2164,1,Male,44,2,2,Sales Executive,4,Married,539583,280623,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4
54,No,Travel_Rarely,1316,Research & Development,2,3,Life Sciences,1,2165,3,Female,96,3,4,Manager,4,Single,1387760,1944275,2,Y,Yes,13,3,3,80,0,30,2,3,5,4,1,2
48,No,Travel_Rarely,930,Research & Development,2,2,Medical,1,2166,1,Female,64,3,2,Manufacturing Director,4,Divorced,399396,597434,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
33,No,Travel_Rarely,587,Research & Development,25,3,Life Sciences,1,2167,4,Male,42,2,2,Manufacturing Director,2,Single,353580,2002292,1,Y,No,13,3,4,80,0,5,2,3,5,3,0,2
40,No,Travel_Frequently,1154,Sales,2,4,Medical,1,2168,2,Male,64,3,2,Sales Executive,2,Married,368022,2081640,5,Y,No,12,3,4,80,3,4,2,3,0,0,0,0
55,No,Travel_Rarely,176,Human Resources,26,4,Human Resources,1,2169,3,Male,72,4,5,Manager,2,Married,1618085,2119737,4,Y,Yes,18,3,1,80,1,35,0,3,10,9,1,4
19,Yes,Travel_Rarely,496,Human Resources,2,2,Technical Degree,1,2170,1,Male,51,2,1,Human Resources,4,Single,231155,1471590,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
